arm,step,tokens_seen,word,klass,pair_id,surprisal_bits,n
A,153,5013504,desire,Latinate,4,16.1700,30
A,153,5013504,difficult,Latinate,43,12.9779,30
A,153,5013504,discover,Latinate,20,16.4113,30
A,153,5013504,do,Germanic,30,7.2358,30
A,153,5013504,drink,Germanic,32,13.2712,30
A,153,5013504,earlier,Germanic,50,15.1406,30
A,153,5013504,end,Germanic,24,9.4251,30
A,153,5013504,enormous,Latinate,38,14.1669,30
A,153,5013504,enough,Germanic,44,11.2966,30
A,153,5013504,entire,Latinate,45,13.2345,30
A,153,5013504,error,Latinate,34,16.2267,30
A,153,5013504,fast,Germanic,42,13.7299,30
A,153,5013504,final,Latinate,59,10.7805,30
A,153,5013504,find,Germanic,20,10.6300,30
A,153,5013504,first,Germanic,52,9.5026,30
A,153,5013504,fortunate,Latinate,54,15.3058,30
A,153,5013504,frequently,Latinate,63,17.4335,30
A,153,5013504,get,Germanic,1,7.8004,30
A,153,5013504,gigantic,Latinate,39,28.3302,30
A,153,5013504,give,Germanic,5,8.6963,30
A,153,5013504,hard,Germanic,43,11.9451,30
A,153,5013504,have,Germanic,23,5.4279,30
A,153,5013504,help,Germanic,8,10.1375,30
A,153,5013504,hide,Germanic,19,14.3697,30
A,153,5013504,home,Germanic,33,11.1584,30
A,153,5013504,however,Latinate,60,12.3349,30
A,153,5013504,huge,Germanic,38,13.3980,30
A,153,5013504,ill,Latinate,57,13.9655,30
A,153,5013504,illness,Latinate,35,14.6808,30
A,153,5013504,immense,Latinate,40,16.1225,30
A,153,5013504,infant,Latinate,31,22.5132,30
A,153,5013504,initial,Latinate,52,14.0237,30
A,153,5013504,inquire,Latinate,16,25.7576,30
A,153,5013504,keep,Germanic,28,9.6028,30
A,153,5013504,last,Germanic,59,10.5618,30
